industry,sector,CIN
12,8,U74999DL1994PLC062967
1,326,L15499RJ1937PLC001636
20,437,L74899DL1995PLC070609
12,28,L64201DL2006PLC156038
17,527,L67120WB1949PLC017539
21,384,L74899DL1987PLC026607
1,18,L24219TG1988PLC008331
1,360,L01132WB1911PLC002077
16,519,U99999MH1977PLC020015
13,390,L26942TG1978PLC002315
16,519,L65191TN1991PLC020162
13,379,L29111CT1960PLC000913
2,237,L65993WB1980PLC033007
21,384,L17115RJ1980PLC008217
21,384,L18101RJ2007PLC025502
16,519,L74899DL1994PLC128577
27,210,L15412DL1942PLC114497
13,444,L17115PN1943PLC016692
13,393,L27203KA1979PLC003442
13,393,L74899DL1983PLC014942
27,210,L65993WB1980PLC033117
20,542,L29120WB1972PLC031488
13,183,L91110GJ1993PLC020268
13,393,L27209KA1981PLC004343
13,604,L11100JH1975SGC001202
13,393,U27100JH1971PLC000912
11,202,U55101BR1964PLC000737
13,393,L27106JH1982PLC001633
16,519,L27109DL1974PLC007047
2,237,L70101WB1984PLC053075
21,384,L51110GJ1985PLC013252
1,360,L70109WB1916PLC002698
17,527,L51909AS1985PLC002323
15,515,L13201WB1940PLC010013
13,604,L28995MH2010PLC199691
17,527,U99999MH1988PTC047039
1,102,L01121OR1994PLC003696
13,94,L28939PN1987PLC043953
13,506,L51420MH1989PLC053772
13,37,L29130TN1961PLC004466
13,183,L17119GJ1993PLC019325
2,237,L24117WB1962PLC025584
17,527,L22100WB1941PLC119187
21,384,L17110MH1983PLC030245
21,384,L17111TN1969PLC005736
17,527,L17120TN2007PLC065807
13,454,U21012TG1994PLC017207
1,360,L01132WB1913PLC002764
16,594,L24234KA1978PLC003417
10,30,L24233MP1985PLC002709
13,94,L51900DN1987PLC000441
10,30,U24239MH1991PTC060959
2,237,L51900MH1985PLC036156
13,390,L01132WB1919PLC003334
21,384,L17110MH1941PLC003429
13,369,L31300MP1992PLC007190
2,237,U65990MH1986PLC040240
13,639,L99999MH1965PLC013198
10,167,L85100MH2008PLC184689
5,71,L31101MH1984PLC032773
13,37,L29220MH1986PLC041214
13,639,L74999MH1992PLC066910
16,315,
16,315,
13,402,L17222UP1972PLC004772
6,216,L29300GJ1995PLC025792
13,444,L17119GJ1986PLC009009
12,8,L72200DL1992PLC241971
13,454,L21090DL1995PLC066281
13,454,U21012PB1980PLC004260
1,360,L05005AP1993PLC015304
6,216,L74899DL1989PLC036148
17,527,L17120MH1990PLC054828
15,314,L14100GJ1992PLC018260
16,519,L67120HR1981PLC051078
10,30,L24230MH1984PLC034771
17,370,L20210GJ1992PLC017341
13,393,L27200MH1989PLC054774
13,444,U99999MH1965PLC013261
18,622,U63010MH1989PLC052533
13,639,L30007WB1985PLC038686
16,176,L22122PN1999PLC013842
21,384,L17120MH1981PLC023900
16,519,L65991WB1993PLC060597
1,360,L17100MH1985PLC037514
2,237,L74140MH1983PLC029378
12,8,L72200TG1991PLC013135
11,202,L31200GA1992PLC003109
18,362,L61074MH1991PLC061074
2,237,L99999MH1974PLC127031
13,444,L36104MH1992PLC069447
16,519,L51101WB1990PLC049554
12,8,L72200MH1997PLC110459
16,315,L28920MH1949PLC006870
16,519,U70102DL2007PLC159680
16,519,L65990GJ1994PLC023337
13,312,U19116WB1991PLC052456
16,519,L65993AP1985PLC005838
2,237,L34202WB1986PLC040542
2,237,L67120AP1994PLC018841
13,506,L29308GJ1994PLC023275
13,183,L24110GJ1986PLC009003
12,8,L74140TG1982PLC040516
1,360,L99999MH1863PLC000002
16,522,L74999MH1919PLC000557
1,360,L17120MH1879PLC000037
13,604,L74999MH1960PLC011835
27,210,L26933MH1933PLC001977
21,384,L17120MH1992PLC066880
2,237,L65990MH1984PLC033919
17,370,U24110MH1961PLC011922
13,444,U02423MP1981PLC001779
21,546,L17110MH1981PLC024265
13,183,L24100MH1963PLC012706
1,360,L01132WB1936PLC008535
13,508,L99999MH1962PLC012538
2,237,L67120WB1979PLC031902
13,37,L85110KA1951PLC000761
10,89,L31100GJ1995PLC025476
2,237,U51100MH1980PLC022530
16,315,L65910GJ1984PLC007459
12,8,L65993TG1978PLC002366 
13,393,L27100MH2001PLC133926
2,237,U24299WB1985PLC039295
13,393,L27107PB1987PLC007827
2,237,L74899DL1994PLC057572
2,237,L65993WB1971PLC028138
16,315,L28997KL1963PLC002015
10,30,L24239MH1967PLC013739
13,379,L29150MH1946PLC004729
17,527,L29248WB1990PLC049290
6,216,L65910DL1992PLC048613
6,216,U74899DL1998PLC095933
13,37,L99999MH1980PLC108683
16,519,L74899DL1995PLC064237
20,542,L52320MH2004PLC146760
10,30,L74899DL1985PLC022468
16,519,L67120GJ1994PLC023772
6,216,L85110KA1995PLC019126
13,506,L25209MH1946PLC005056
16,519,L65993GJ1990PLC014183
2,237,L74899DL1994PLC057507
2,80,L65990MH1983PLC029866
8,357,L15412WB1918PLC002964
2,237,L65921DL1983PLC016509
14,354,L92130MH2004PLC144371
27,210,U74990WB2004PLC100116
10,30,L24232HP2002PLC000267
2,237,L65993WB1979PLC032146
13,312,L74899DL1993PLC051862
6,216,L27109AP2004PLC042375
16,315,
16,315,
16,315,
16,315,
16,315,
16,315,
16,315,
16,315,
16,315,
2,237,
2,237,
27,210,L99999MH1995PLC094498
17,527,L01115MP1943PLC000221
21,546,L24302RJ1970PLC002266
2,237,L65921WB1993PLC057797
12,8,L74899DL1993PLC056425
21,384,L26941WB1973PLC028796
2,237,L74899DL1994PLC058449
2,237,L67120WB1981PLC033904
13,390,L27104WB1986PLC040831
2,237,U31909UP1995PLC017792
10,30,L24110MH1948PLC006517
7,485,L28931TN1986PLC012728
21,384,L27105CT1971PLC001096
9,573,L27205MH2007PLC166717
6,216,L45201DL1996PLC080401
10,30,L24230GJ1995PLC025878
5,198,L11101MH2006PLC163934
13,506,L92111DL1985PLC021095
2,237,L67120WB1936PLC008746
21,384,L17232WB1929PLC006470
16,176,L22210UP1972PLC030031
21,546,L70109WB1936PLC008618
13,37,L63090WB1963PLC025893
16,315,L72300TN1992PLC022135
16,315,
17,527,L51909DL1984PLC018775
2,237,L70109DL1980PLC169318
12,8,L72200AP1999PLC030997
2,237,L65921WB1982PLC035000
17,527,L24230GJ1989PLC013041
13,183,L74100MH1993PLC075361
13,183,L17299GJ1972PLC011626
1,360,L85110KA1993PLC014944
2,237,L85110KA1987PLC008699
13,508,L26100MH1988PLC048286
2,237,U67190KA1906PLC001069
16,315,
21,384,L74899DL1989PLC034995
13,183,L24231GJ1993PLC019178
2,237,L74999DL1992PLC048032
2,237,L67120DL1983PLC016575
2,237,L29120MH2005PLC156795
2,237,L51909DL1984PLC019622
2,237,L65923DL1985PLC195299
10,30,L24231TN1990PLC019053
16,519,L65920MH1993PLC072083
2,237,L65921MH1994PLC173469
12,8,L52510TG1985PLC043347 
13,444,L29150MH1946PLC004877
13,183,L24110MH1988PLC049683
13,444,U25191GJ2010PLC059094
13,444,U25209GJ1997PLC031985
2,237,U51909WB1981PLC033770
13,390,L26999WB1908PLC001537
2,237,L65993WB1981PLC033415
16,315,L65929AS1985PLC002427
13,379,L29224TN1954PLC000318
2,237,L72200RJ2000PLC016272
2,80,L65993DL1981PLC012703
7,485,U24241TN1984PLC096136
13,393,L27209WB1983PLC035920
21,50,U74999MH1943PLC009029
20,542,
13,37,L65921HR1983PLC033789
2,237,L51909TN1983PLC045632
5,198,L23200MH1979PLC021359
13,393,L27310WB1983PLC035788
12,8,L72200TG1995PLC035317 
12,28,L92111DL1985PLC021374
12,8,L72200KA1991PLC011558
8,447,U55101MH2009PLC191462
16,315,
17,527,L26940DL1991PLC044520
1,587,L15110AP1961PLC000874
13,639,L72300TN1997PLC039682
14,389,L92100CH1992PLC012254
10,167,L85110AP1986PLC006952
13,581,L25100MH1958PLC011041
2,237,U74899DL1981PLC094348
16,519,L65910GJ1993PLC019090
21,384,L51311MH1995PLC085007
13,390,L85110KA1984PLC021494
21,384,L17121TN1988PLC015655
10,30,L72200TG1997PLC028374
13,183,L24299GJ1959PLC000918
13,505,L67120HR1992PLC035087
13,183,L51109WB1983PLC035845
10,89,L99999MH1995PLC089759
13,506,L17231MH1993PLC071975
2,237,U99999MH1911PTC000337
13,506,L31300MH1981PLC023772
16,519,L02710MP1938PLC000132
18,622,L45202MH1910PLC000319
16,594,L33111TN1943PLC000419
17,527,L28931MH1949PLC007928
2,237,L65990MH1977PLC019986
13,506,L85110KA1993PLC013869
2,237,L65191GA1994PLC001620
16,519,L01400TG1986PLC062463
1,360,L24304PN1965PLC139075
13,393,L27203WB1988PLC043705
17,370,L20101WB1982PLC034435
13,390,L17120MH1897PLC000163
13,230,L26910GJ1998PLC034400
13,639,L85110KA1993PLC015091
12,8,L55100TG1985PLC045963
5,71,L31901WB1978PLC031411
21,384,L18101TN1990PLC019364
2,237,L67120WB1983PLC036805
16,315,U15311WB1974PLC029690
2,237,L65993DL1990PLC040101
9,236,L51909GJ1995PLC024991
12,8,L30009TZ1994PLC005568
13,454,L21012UP1990PLC011878
17,527,U28991WB1981PLC034121
2,237,L65993WB1980PLC032869
1,225,L15143MH1992PLC068786
2,237,L65999DL1984PLC019684
17,527,L51909WB1985PLC039305
21,384,L51909PB1994PLC015083
7,486,L99999MH1985PLC035789
13,183,L24124RJ1985PLC003293
16,315,L01132WB1901PLC001494
2,237,L51900MH1981PLC025095
13,393,L13100WB1978PLC031670
21,384,L70101MH1986PLC040119
17,527,L51909DL1984PLC019441
2,237,L51909WB1982PLC035592
2,237,L67120MH1974PLC017806
14,389,U92132DL2002PLC116330
2,237,L51900WB1990PLC050210
13,390,L14102AP1989PLC010704
2,237,L72900GJ1992PLC017494
2,237,L45201GJ1986PLC008577
18,622,L74140GJ1995PLC026351
13,393,L99999MH1959PLC011479
6,216,L74899DL1990PLC041188
2,237,L74140WB1981PLC034153
13,183,L24100MH1975PLC018235
6,216,L70100KA1970PLC001976
10,30,L51397DL1980PLC091361
1,18,L24120AP1995PLC021888
10,30,L24230TN1980PLC008355
13,183,L24297TN1983PLC072409
13,183,L65999WB1982PLC035278
13,183,L24110GJ1986PLC008634
10,30,L99999MH1942PLC003556
13,312,L21019UP1970PLC003363
2,237,U67120MH1985PLC086072
13,505,L29299MH1997PLC105108
13,393,U27310TN2010PLC075626
10,167,L85110TN1990PLC019545
5,198,L40101TN1965GOI005389
13,444,L25201WB1994PLC066143
21,384,L17111TZ1989PLC005902
21,546,L17115HR1992PLC031664
21,384,L65993WB1897PLC001409
17,527,U74899DL1984PLC072383
21,384,L01710MP1989PLC005502
2,237,L65191TN1989PLC017643
17,527,L21015CT1984PLC002416
2,237,L65999MH2007PLC170903
12,8,L72900GJ1994PLC021916
16,519,U65993DL1975PLC007980
10,30,U24110PN1982PTC026458
21,384,L85110KA1990PLC011467
2,237,L51909WB1988PLC044765
11,202,L55101DL1979PLC009498
2,237,L67190MH1993PLC071117
18,362,L64120DL1991PLC045172
18,434,L51109DL1980PLC010428
2,237,L67120MH1993PLC070739
13,312,L24294MH1992PLC068852
10,242,L85195MP1993PLC007471
13,393,L27100GJ1962PLC001760
2,237,L65993TN1978PLC007576
1,360,L15995PN1982PLC026173
18,434,L63090GA1963PLC000002
17,527,L65921TG1989PLC010151
13,183,L99999MH1987PLC044447
16,519,U67120MH1984PLC032186
12,8,L72200TG1998PLC030081
1,360,L17111GJ2003PLC043354
16,519,L67120TG1989PLC010188
13,312,L28910WB1943PLC168801
16,519,L67190WB1994PLC063029
11,202,L45203WB1986PLC040417
16,315,L92142MH2002PLC135964
12,607,L93030MH2011PLC222613
14,354,L92100MH1986PLC040952
14,354,L92130MH1997PLC107871
10,30,L24239MH1935PLC002380
13,506,L74140GJ1995PLC024524
12,28,L19201MP1992PLC006925
27,210,L21010MH1960PLC011764
2,237,L65991TG1992PLC065867
12,8,L67120GJ1994PLC023561
16,315,L17119GJ1990PLC013708
13,183,L24100MH1974PLC017773
13,506,L29150MH1985PLC036263
14,118,L72200TG1999PLC032114
2,237,L65110TN1904PLC001287
2,237,L65921PB1993PLC013595
21,384,L52322KA1992PLC013512
17,527,U72900DL2004PLC126096
13,183,L24295MH1980PLC023206
13,183,U24239MH1947PLC005454
13,183,L24110MH1956PLC010806
10,30,L85110GJ1994PLC022543
13,183,L51909GJ1988PLC010412
13,444,L93090TN1994PLC027571
1,360,L51215TG1994PLC017673
9,573,L36900MH1986PLC041541
2,237,U25209MH1985PLC036049
2,237,L65921PB1995PLC015573
2,237,L01119WB1992PLC055908
13,454,U22210MH1994PLC082932
2,237,L51909WB1983PLC035971
2,237,L65990MH1992PLC067450
18,434,L50403WB1863PLC000114
13,37,L34300DL1971PLC005634
13,639,L72200TG1975PLC001970
13,379,L99999MH1986PLC039921
13,506,L74899DL1985PLC018031
6,216,U45201MP2006PLC018506
16,519,L67120WB1991PLC052782
3,152,L45202MH1982PLC041643
15,314,L23109WB1973GOI028844
1,360,L63040AP1981PLC003047
18,622,L63090WB1968PLC027373
13,581,L01132WB1991PLC152586
13,183,L24299KL1989PLC005452
11,202,U55101KA2008PLC046866
7,42,L24244TZ1985PLC001679
2,237,L65993TZ1989PLC003043
13,183,L24123TZ1962PLC000436
16,519,L51109WB1983PLC035719
7,42,L24200MH1937PLC002700
10,30,L24200MH1986PLC041128
2,237,L51909DL1981PLC273192
10,30,L24230TG1986PLC006781
2,80,L65999DL1983PLC016585
2,237,L74899DL1984PLC018069
16,519,L51311MH2007PLC175688
2,237,L65923WB1982PLC035441
16,519,L65921DD1994PLC001678
13,37,L24231UP1979PLC004837
16,438,L15113UP1946PLC001400
12,8,L72900MH2000PLC123796
2,237,L65923WB1990PLC050406
16,438,L34102DL1985PLC020668 
13,639,L99999MH1999PLC135914
2,237,L72200RJ1995PLC009798
12,8,L30007KA1994PLC016534
13,639,L30009WB1987PLC042782
12,8,L72200WB1984PLC152180
13,639,U51500GJ1987PLC009803
6,216,L45200MH1973PLC017072
10,30,L24230TG1995PLC020093
2,237,L17299WB1981PLC033782
6,610,U29246MH1986PLC039413
2,237,L51909MH1980PLC231713
5,198,L40200MH1994PLC079766
2,237,L67120WB1982PLC035452
6,216,L45201TN1997PLC038610
2,237,L33200UP1993PLC015474
13,379,L31909AP1984PLC004953
2,237,L51109WB1993PLC060873
18,86,L63011DL1988GOI030915
16,519,L65990GJ1994PLC023444
17,527,L24123UP1984PLC014111
6,216,L45101DL1962PLC003859
13,506,L31909MH1995PLC086040
2,237,U74140WB1995PLC071534
13,604,L27100GJ1991PLC015156
1,225,L23201RJ1986PLC003704
13,393,U25192WB1965PLC026390
2,237,L67120RJ1990PLC005371
13,505,L29221WB1982PLC057718
16,176,L22219MH1991PLC059800
2,237,L01132KA1943PLC001574
12,22,L32109TN1994PLC061452
2,237,L67190MH1995PLC084306
10,30,L24231GJ1997PLC031669
16,176,U22219DL1992PLC048398
13,506,L74999DL1991PLC046092
12,8,L51900MH1985PLC035915
10,30,L24110GJ1986PLC008924
1,225,L15143TG1975PLC001967
6,216,L74910TN1947PLC000343
13,390,L14102PY1986PLC000415
13,183,L24120AP1961PLC000892
2,237,L65993WB1980PLC033138
18,362,L64120MH1986PLC040280
2,237,U99999KA1901PLC000893
13,454,L21015OR1980PLC000916
17,532,L25199DL1980PLC010173
21,546,L51109WB1983PLC036089
13,183,L27106HP1985PLC006378
13,312,L92114DL1976PLC008355
12,8,U72200TG1994PLC017415
11,202,L91990AP1991PLC012714
27,210,L63040TG1987PLC007811
13,37,L74999HR1988PLC030370
13,37,L28112WB1952PLC020423
12,8,L72200TG1993PLC015306
22,387,L63040MH1939PLC011352
12,8,L01409TN1995PLC033071
13,37,L27200MH1942PLC003671
6,216,U45209AP2008PLC059135
12,8,L05190KA1984PLC031621
13,379,L74899DL1973PLC006503
17,527,L93010MH1951PLC008546 
12,8,L24119CT1992PLC007308
16,519,L70101WB1984PLC037526
13,393,L27100GJ1985PLC008286
14,389,L99999MH1986PLC125721
20,542,L51101PB1984PLC005966
14,389,L67120MH1994PLC081730
14,389,L92111MH1991PLC061757
16,315,L67190MH1993PLC071691
8,357,L15146PB1989PLC009676
2,237,L55200GJ1997PLC032464
2,237,L65999WB1984PLC038066
12,8,L51900MH1985PLC037036
12,607,L22300MH1990PLC056397
2,237,L99999MH1982PLC102697
13,183,L24100GJ1991PLC015530
16,314,L51909DL1988PLC034472
13,393,L27105TN1985PLC011566
2,80,L67120MH1987PLC042363
16,519,L24119GJ1990PLC014114
13,506,L99999MH1937PLC002641
2,237,L65910DL1983PLC016991
16,519,L63040RJ1989PLC004942
13,506,L31300WB1965PLC026637
2,237,U99999DL1992PLC047472
12,8,U32300MH1984PLC034032
1,587,U15491WB1981PTC033851
12,8,L99999TG1994PLC018313
16,519,L74899DL1992PLC051462
21,384,L17111MP1993PLC007834
16,315,L72200TG1997PLC026934
13,393,L27109TG1979PLC002504 
13,37,L29112PN1962PLC012276
13,581,L25193MH1993PLC070846
2,237,L51900MH1985PLC036665
17,527,L27205WB1983PLC035637
12,8,L72200TG1991PLC013479 
10,89,L74999GJ1995PLC024896
6,216,L70109DL1994PLC057583
2,237,U70102MH1992PLC068950
13,369,L31300TN1993PLC025063
16,176,L92114DL1982PLC014334
12,8,L72200TG1994PLC017485
12,8,L22130KA1996PLC020728
12,8,U67120DL1984PLC018193
12,8,L72100MH1995PLC084788
16,315,L30006TN1996PLC036420
12,8,L72200TG1991PLC013134
13,506,L28900MH1985PLC035822
17,527,L51109WB1983PLC037047
7,487,L24230DL1975PLC007908
13,364,U34103DL1901PLC016259
13,183,L24100MH1960PLC011681
13,183,L24114MH1992PLC067309
2,237,L65990PN1977PLC141282
13,390,L40109TN2006PLC058818
1,467,L26942TN1951PLC000640
13,444,L51491WB1986PLC040284
13,390,L24297TN1973PLC006372
21,384,L17110MH1987PLC045575
6,216,L51397WB1981PLC034211
2,237,L99999MH1984PLC085950
12,8,L72200TG1992PLC015099 
2,237,L51226WB1982PLC035467
1,467,L01132WB1919PLC003158
2,237,L45202WB1936PLC008796
1,225,L15111UP1982PLC005660
2,237,U65920MH1989PLC052319
12,8,L72200MH1987PLC045205
13,639,U72200MH1989PTC052383
13,506,U99999MH1984PTC033619
16,315,L72200MH1992PLC067032
13,393,L25201WB1984PLC038030
16,315,L51909WB1982PLC035359
16,519,L67120WB1992PLC056831
1,467,L01115KA1970PLC001949
2,237,U34300DL1982PLC013734
16,519,L74210RJ1992PLC007010
16,519,L67120HR1992PLC035349
4,476,L22210GJ1995PLC047208
6,216,L70200MH2007PLC166818
2,237,L99999MH1995PLC089008
16,519,L65921DL1991PLC043087
21,384,L74899DL1889PLC000004
1,467,L74899DL1989PLC035140
17,527,L74899DL1989PLC034923
13,444,L24110GJ1939PLC000748
2,237,L50102DL1984PLC017834
13,379,L31200GA1993PLC001335
13,37,L29130MH1985PLC035747
13,390,L26942TG1979PLC002500
4,476,L22122AP2002PLC040110
2,237,L65910TN1978PLC007632
15,314,L51900MH1984PLC034662
13,444,L24134TG1984PLC005215
2,237,L65999WB1995PLC067887
13,390,L26914GJ2000PLC037494
17,370,L20299GJ1988PLC010807
2,237,L67120AS1982PLC007076
13,393,L27310PB1988PLC008248
2,237,L67190DL1990PLC039463
2,237,L65922WB1990PLC051428
9,573,L51343MH1994PLC082609
5,198,L63090GJ1991PLC014833
16,315,L51909WB1981PLC034360
13,183,L24121MH1979PLC021360
13,37,L63022WB1954PLC021638
13,183,L24110GJ1970PLC001735
21,384,L17111HP1982PLC016465
2,237,L17115WB1981PLC033469
2,237,L65993DL1970PLC005373
13,393,L27109GJ1993PLC018943
16,519,L51109WB1983PLC035918
16,315,U27104MH2005PLC158380
2,237,L74899DL1937PLC000478
16,519,L51100MH1985PLC035147
27,210,L74899DL1996PLC076005
27,210,L65493PN1990PLC058817
2,237,L52110DL1984PLC019625
2,237,L67120DL1983PLC016990
13,506,L32109MH1982PLC028280
21,546,U17120MH1993PLC074313
13,506,L31300DL1964PLC004255
17,527,L32109DL1982PLC013838
14,354,L92490DL2007PLC165673
2,237,
21,384,L17219GJ1992PLC017528
13,444,L24230GJ1980PLC003843
21,384,U17109GJ1989PLC011900
13,364,L52110DL1984PLC019375
13,507,U99999MH1990PLC057373
10,30,L33119UR1981PLC006092
6,216,L70109WB1985PLC039330
13,37,L03410MP1987PLC003941
9,236,
13,393,L28939TN1990PLC018666
2,237,L67120WB1982PLC032354
17,527,L65993WB1983PLC035908
17,527,L51100GJ1994PLC023249
16,519,L51110PB1995PLC017179
16,519,L51900MH1985PLC036383
16,519,L65921MP1993PLC007522
2,237,L65910MH1984PLC032639
13,581,L25199UP1984PLC006627
1,467,L67120UP1996PLC020075
13,581,L25111UP1983PLC006231
13,393,L02710MP1979PLC001501
2,237,L65993AP1993PLC015818
16,519,L65921TN1986PLC013626
1,452,L15311DL1993PLC052624
13,444,U29305RJ1992PLC007003
1,467,L15249UP1933PLC000511
17,527,L24112UP1992PLC014478
11,202,L55101PN1986PLC133909
21,384,L18100TG1987PLC007769 
2,237,L65191KL1927PLC000307
16,519,L51100MH1987PLC042280
21,384,L17120MH1992PLC068861
2,237,L65990MH1980PLC022268
16,315,L24219DL1985PLC020126
16,315,U30007DL1994PLC260191
20,437,L72300TN1993PLC024748
10,167,L85110UP1993PLC015458
2,237,L52110DL1985PLC020895
21,384,L17121MP1984PLC002484
13,183,L24110MH1919PLC000564
2,237,L65191TN1990PLC019152
1,467,L15421TN1987PLC014454 
1,452,L15174GJ1990PLC014502
8,357,L15200GJ1986PLC009146
21,546,L17110GJ1985PLC007948
2,237,L65920DL1985PLC020269
1,225,L67120GJ1994PLC022199
17,527,L51900WB2005PLC101305
1,360,L15492WB1917PLC002894
17,527,L10100MH1909PLC000300
16,519,L51900MH1978PLC020725
27,210,L67120MH1985PLC037772
13,505,L65921WB1991PLC051555
6,216,L45200MH1983PLC031015
2,237,L67120RJ1994PLC008593
2,237,L15491WB1997PLC082808
13,444,L15492WB1916PLC002697
2,237,U15500WB1997PLC085661
16,519,L65910GJ1995PLC024683
16,519,L26994MH2003PLC143264
13,183,L24110GJ1976PLC002905
12,8,L24110GJ1993PLC019094
13,506,L31300GJ1992PLC018198
1,360,L15495WB1911PLC002275
12,8,L72200AP1992PLC014387
1,360,L01132WB1927PLC005456
16,176,L24223WB1947PLC015202
13,506,U32109MH1973PTC016345
16,176,L36991GJ1992PLC017583
21,384,L17110GJ1948PLC000753
13,454,L51311WB1990PLC050211
27,210,L99999MH1951PLC008485
16,519,L15490AP1995PLC088116
13,393,L27101BR1992PLC004967
12,8,L74899DL1994PLC058032
13,379,L85110KA1984PLC006116
14,354,L51909DL1988PLC101836
10,30,L24230GJ1983PLC006329
6,216,L70101DL1984PLC018194
13,183,L92199GJ1995PLC026526
2,237,L67120DL1983PLC017052
14,389,L21100GJ1991PLC016644
17,527,L51909DL1984PLC019733
10,30,L24110TG1990PLC011854
1,360,L15143MP1992PLC007090
2,237,L15491WB1988PLC045785
15,314,L99999TG1991PLC012764
16,519,L67120TZ1994PLC005030
6,216,L70101HR1963PLC002484
12,8,L72900GA2008PLC005775
1,360,L15491WB1964PLC026262
16,315,L80211DL1984PLC018554
17,527,L27100GJ1990PLC014616
13,183,
16,519,L67100TN1983PLC067697
21,384,L17299WB1993PLC058969
1,467,L67120MH1994PLC080560
11,202,U55101TG1971PLC001390
16,519,L65993JK1980PLC000444
10,179,L24239TG1992PLC014775 
5,198,L11101MH1979PLC021302
21,384,L99999MH1987PLC042076
17,527,L01111HR1994PLC032448
9,236,L36900MH1992PLC067593
16,315,
2,237,
13,506,U31300MH1989PLC053664
14,389,L92113TG2007PLC053585 
10,179,L85110TN1994PLC027366
16,315,L01119DL1986PLC023698
10,89,L74899DL1984PLC137444
12,8,L25200GJ1979PLC003585
10,30,L24230MH2006PLC158589
10,167,U74899DL1995PTC065388
10,30,L85195TG1984PLC004507
13,639,L01135GJ1995PLC027179
6,216,L29222DL1976GOI008129
6,216,L45201PN1991PLC063340
4,476,L22120MH1989PLC054329
6,216,U70109WB1997PLC085513
16,315,
12,8,L93090TN1994PLC028331
1,360,L51226UR1918PLC000023
13,444,U17119MH1992PLC069138
6,216,L45201WB1981PLC033825
27,210,L65922TN1992PLC023689
17,527,L24130MH1987PLC043709
10,30,L24232MP1992PLC007258
2,237,L51909WB1982PLC035425
5,198,L45209MH1985PLC038300
