Company_Id,SCompanyName,FCompanyName,GroupCStaus,ParentCompany,FormerlyCalled,Permissions1,UserStatus,Industry,Sector,SubSector,BusinessDesc,Brands,Country,RegionId_FK,IncorpYear,ListingStatus,StockBSE,StockNSE,IPODate,AddressHead,AddressLine2,City,State,Pincode,AddressCountry,Phone,Fax,Email,Website,LinkedIn,google_fetched_website,Contact Name,Designation,Auditor,rgthcr,Profile_Flag,Added_Date,DealUrl,competitorsListed,competitorsUnListed,otherCompareListed,otherCompareUnListed,FYCount,GFYCount,cvid,CIN,Total_Income_equal_OpIncome
,ADVANCE SYNTEX ,ADVANCE SYNTEX LIMITED,Standalone,,,Non-Transacted,0,21,384,,"Manufacture Of Other Made-Up Textile Articles, Except Apparel N.E.C.",,113,,1990,Listed,,,,233/2 & 238/2 G I D C,,33,7,391243,113,0265-2831850,0265-2831848,info@midasglitter.com,www.midasglitter.com,,,Bhavan Dhirendra Vora,Managing Director,,,,,,,,,,,,,U17119GJ1990PLC014406,
,BELLA CASA FASHION & RETAIL ,BELLA CASA FASHION & RETAIL LIMITED,Standalone,,,Non-Transacted,0,21,605,,Manufacture Of Other Textiles/Textile Products N.E.C.,,113,,1996,Listed,,,,"E-102, 103, E P I P",,85,22,302022,113,"+91-0141-06500271, 277",,cs@bellacasa.in,www.bellacasa.in,,,Pawan Kumar Gupta,Managing Director,,,,,,,,,,,,,U17124RJ1996PLC011522,
,MOHINI FIBERS ,MOHINI FIBERS LIMITED,Standalone,,,Non-Transacted,0,21,605,,"Spinning, Weaving And Finishing Of Textiles",,113,,2009,Listed,,,,"Plot No - 109, Sector-3",,405,14,454001,113,0729-2426666,,contact@mohinifibers.com,www.mohinifibers.comwww.mohinifibers.comwww.mohinifibers.comwww.mohinifibers.comwww.mohinifibers.comwww.mohinifibers.com,,,Avnish Sarvapriya Bansal,Managing Director,,,,,,,,,,,,,U17300MP2009PLC022058,
,AVSL INDUSTRIES ,AVSL INDUSTRIES LIMITED,Standalone,,,Non-Transacted,0,13,444,,"Manufacture  Of Plastic  In  Primary  Forms  (Includes  Amino-Resins, Polyurethanes Etc.)",,113,,2003,Listed,,,,"C-611-612, Dsidc Industrial Area",,20,33,110040,113,+91 11 45611234,,avsl_pvc@yahoo.co.in,www.avsl.co.in,,,Sanjay Bansal,Managing Director,,,,,,,,,,,,,U18101DL2003PLC121698,
,LIBAS DESIGNS ,LIBAS DESIGNS LIMITED,Standalone,,,Non-Transacted,0,21,384,,Manufacture Of All Types Of Textile Garments And Clothing Accessories,,113,,2004,Listed,,,,"Gala No. 55, Apaki Industrial Premises Co-operative Society Limited",,67,15,400070,113,022 23525145,,info@libas.co.in,www.libasfashion.com,,,Reshma Riyaz Ganji,Managing Director,,,,,,,,,,,,,U18101MH2004PLC149489,
,NANDANI CREATION ,NANDANI CREATION LIMITED,Standalone,,,Non-Transacted,0,21,384,,Manufacture Of All Types Of Textile Garments And Clothing Accessories,,113,,2012,Listed,,,,"F-95, Kartarpura Industrial Area",,85,22,302006,113,0141 403 7596,,info@jaipurkurti.com,www.jaipurkurti.com,,,Anuj Mundra,Managing Director,,,,,,,,,,,,,U18101RJ2012PLC037976,
,JET KNITWEARS ,JET KNITWEARS LIMITED,Standalone,,,Non-Transacted,0,21,546,,Manufacture Of Other Knitted And Crocheted Apparel Including Hosiery,,113,,1996,Listed,,,,"119/410, B-1",,101,27,208012,113,0512-2217553,,info@jetknit.com,www.jetknit.com,,,Balram Kumar Narula,Managing Director,,,,,,,,,,,,,U19101UP1996PLC019722,
,SUN PAPER MILL ,SUN PAPER MILL LIMITED,Standalone,,,Non-Transacted,0,13,454,,Manufacture Of Paper And Paper Products,,113,,1961,Listed,,,,"19/7, West College Road, Arumbakkam",,88,24,600106,113,91-044-26618503 / 23631351 /23631352,91-044-26618259,ro@sunpaper.in,www.sunpaper.in,,,Mr. G. Viswanathan,CFO,,,,,,,,,,,,,U21011TN1961PLC004531,
,PUDUMJEE PAPER PRODUCTS ,PUDUMJEE PAPER PRODUCTS LIMITED,Standalone,,,Non-Transacted,0,13,454,,Manufacture Of Paper And Paper Products,,113,,2015,Listed,,,,Thergaon,,70,15,411033,113,91-020-30613333,91-020-40773388,vinay.jadhav@pudumjee.com,http://www.pudumjee.com/,,,VP Leekha,Managing Director,,,,,,,,,,,,,U21098PN2015PLC153717,
,S CHAND AND CO ,S CHAND AND CO LIMITED,Standalone,,,Non-Transacted,0,14,169,,Book Publishing,,113,,1970,Listed,,,,Ravindra Mansion,,20,33,110055,113,011 2367 2080,011 2367 7446,investors@schandgroup.com,www.schandgroup.com,,,Himanshu Gupta,Managing Director,,,,,,,,,,,,,U22219DL1970PTC005400,
,SPICY ENTERTAINMENT & MEDIA ,SPICY ENTERTAINMENT & MEDIA LIMITED,Standalone,,,Non-Transacted,0,14,615,,"Motion Picture, Video And Television Programme Activities",,113,,2012,Listed,,,,"4, Fairlie Place, Hmp House",,109,28,700001,113,033-40088181/08820500005/08820400004,,info@spicyy.in,www.spicyy.in,,,Anindya Bikas Datta,Managing Director,,,,,,,,,,,,,U22219WB2012PLC188312,
,SAB EVENTS & GOVERNANCE NOW MEDIA ,SAB EVENTS & GOVERNANCE NOW MEDIA LIMITED,Standalone,,,Non-Transacted,0,14,169,,"Publishing Of Books, Periodicals And Other Publishing Activities",,113,,2014,Listed,,,,Unit No. 3/65,,67,15,400049,113,91-22- 26246701,91-22- 26235134,cs@governancenow.com,www.governancenow.com,,,Kailasnath Adhikari,Managing Director,,,,,,,,,,,,,U22222MH2014PLC254848,
,MADHYA BHARAT AGRO PRODUCTS LTD,MADHYA BHARAT AGRO PRODUCTS LTD,Standalone,,,Non-Transacted,0,1,18,,Manufacture Of Fertilizers And Nitrogen Compounds,,113,,1997,Listed,,,,"5- O-21, Basement",,83,22,311001,113,01482-237104,01482-239638,secretarial@mbapl.com,www.mbapl.com,,,Pankaj Ostwal,Managing Director,,,,,,,,,,,,,U24121RJ1997PLC029126,
,AGRO PHOS INDIA ,AGRO PHOS INDIA LIMITED,Standalone,,,Non-Transacted,0,13,183,,"Manufacture Of Straight Mixed, Compound Or Complex Inorganic Fertilizers",,113,,2001,Listed,,,,"M-87, Trade Centre 18m",,60,14,452001,113,0731- 2529490,0731- 2529490,investors@agrophos.com,www.agrophos.com,,,Raj Kumar Gupta,Managing Director,,,,,,,,,,,,,U24123MP2002PLC015285,
,VALIANT ORGANICS ,VALIANT ORGANICS LIMITED,Standalone,,,Non-Transacted,0,10,30,,"Manufacture Of Pharmaceuticals, Medicinal Chemical And Botanical Products",,113,,2005,Listed,,,,109 Uhyog Kshetra 1st Floor,,67,15,400080,113,022-2591 3767,022-2591 3765,investor@valiant.com,www.valiantorganics.com,,,Hemchand Gala,Managing Director,,,,,,,,,,,,,U24230MH2005PLC151348,
,PROLIFE INDUSTRIES ,PROLIFE INDUSTRIES LIMITED,Standalone,,,Non-Transacted,0,13,183,,Manufacture Of Organic And Inorganic Chemical Compounds N.E.C.,,113,,1994,Listed,,,,"213, G. I. D. C",,388,7,394116,113,02646-272490,,info@prolifeindustries.in,www.prolifeindustries.in,,,Manindersingh Satnamsingh Jolly,Managing Director,,,,,,,,,,,,,U24231GJ1994PLC022613,
,CHD CHEMICALS ,CHD CHEMICALS LIMITED,Standalone,,,Non-Transacted,0,16,392,,"Wholesale Of Industrial Chemicals,",,113,,2012,Listed,,,,"Sco 19, 1st Floor",,14,21,160002,113,0172- 508 6877,,info@ccichd.com,www.chdchemicalsltd.com,,,Divya Kothari,Managing Director,,,,,,,,,,,,,U24232CH2012PLC034188,
,KWALITY PHARMACEUTICALS ,KWALITY PHARMACEUTICALS LIMITED,Standalone,,,Non-Transacted,0,10,30,,"Manufacture Of Pharmaceuticals, Medicinal Chemical And Botanical Products",,113,,1983,Listed,,,,Village Nagkalan,,218,21,143601,113,0183-2774321-25/09915743720/9814071215/9814052314,0183-2774477,cs@kwalitypharma.com/export@kwalitypharma.com,www.kwalitypharma.com,,,Ramesh Arora,Managing Director,,,,,,,,,,,,,U24232PB1983PLC005426,
,LAURUS LABS ,LAURUS LABS LIMITED,Standalone,,,Non-Transacted,0,10,30,,Manufacture Of Allopathic Pharmaceutical Preparations,,113,,2005,Listed,,,,"Plot No.21, J N Pharma City",,8,1,531021,113,0891 3061222,0891 3061270,nagaraj.a@lauruslabs.com,www.lauruslabs.com,,,Dr. Satyanarayana Chava,CEO,,,,,,,,,,,,,U24239AP2005PLC047518,
,MITSU CHEM PLAST ,MITSU CHEM PLAST LIMITED,Standalone,,,Non-Transacted,0,13,379,,Manufacture Of Moulded Industrial Accessories Of Plastics [Including Electrical Insulating Fittings Of Plastics],,113,,1988,Listed,,,,"329, Gala Complex",,67,15,400080,113,022-2592 0055,022-2592 0077,investor@mitsuchem.com,www.mitsuchem.com,,,Sanjay Dedhia,Managing Director,,,,,,,,,,,,,U25111MH1988PLC048925,
,THE NILAMBUR RUBBER CO ,THE NILAMBUR RUBBER CO LIMITED,Standalone,,,Non-Transacted,0,13,581,,"Manufacture Of Rubber Plates, Sheets, Strips, Rods, Tubes, Pipes, Hoses And Profile -Shapes Etc.",,113,,1936,Listed,,,,P O Box No: 1117,,508,13,673032,113,91-04952-765261,,nilamburrubbercompany@cotanad.com,,,,Manamel Pothen Cherian,Managing Director,,,,,,,,,,,,,U25191KL1936PLC001573,
,RIDDHI STEEL & TUBE ,RIDDHI STEEL & TUBE LIMITED,Standalone,,,Non-Transacted,0,13,393,,Manufacture Of Other Basic Iron And Steel N.E.C,,113,,2001,Listed,,,,"83/84, Village - Kamod",,23,7,382427,113,079-29700922,079-26768656,info@riddhitubes.org,www. riddhitubes.com,,,Rajesh Kumar R Mittal,Managing Director,,,,,,,,,,,,,U27106GJ2001PLC039978,
,RAGHAV RAMMING MASS ,RAGHAV RAMMING MASS LIMITED,Standalone,,,Non-Transacted,0,15,314,,Support Activities For Other Mining And Quarrying,,113,,2009,Listed,,,,"Office No. 36, 4th Floor",,85,22,302023,113,+141-2235760,+141-2235761,info@rammingmass.com,www.rammingmass.com,,,Rajesh Kabra,Managing Director,,,,,,,,,,,,,U27109RJ2009PLC030511,
,NARAYANI STEELS ,NARAYANI STEELS LIMITED,Standalone,,,Non-Transacted,0,13,393,,Manufacture Of Hot-Rolled And Cold-Rolled Products Of Steel,,113,,1996,Listed,,,,"23a, N. S. Road",,109,28,700001,113,,,info@narayanitmt.com,www.narayanitmt.com,,,Sunil Choudhary,Managing Director,,,,,,,,,,,,,U27109WB1996PLC082021,
,RELICAB CABLE MANUFACTURING ,RELICAB CABLE MANUFACTURING LIMITED,Standalone,,,Non-Transacted,0,13,369,,"Manufacture Of Other Electronic And Electric Wires And Cables (Insulated Wire And Cable Made Of Steel, Copper, Aluminium)",,113,,2009,Listed,,,,"57/1, (4- B) Benslore Industrial Estate",,18,32,396210,113,+91 260- 3255493,,investor.relicab@gmail.com,www.relicab.com ,,,Parag Jayantilal Shah,CFO,,,,,,,,,,,,,U27201DD2009PLC004670,
,HI-TECH PIPES ,HI-TECH PIPES LIMITED,Standalone,,,Non-Transacted,0,13,386,,Casting Of Iron And Steel,,113,,1985,Listed,,,,"505, Pearl Omaxe Tower",,20,33,110034,113,+91 11 48440050,+91 11 48440051,info@hitechpipes.in ,www.hitechpipes.in,,,Ajay Kumar Bansal,Managing Director,,,,,,,,,,,,,U27202DL1985PLC019750,
,RADHIKA JEWELTECH ,RADHIKA JEWELTECH LIMITED,Standalone,,,Non-Transacted,0,9,573,,"Manufacture Of Jewellery Of Gold, Silver And Other Precious Or Base Metal Metal Clad With Precious Metals Or Precious Or Semi-Precious Stones, Or Of Combinations Of Precious Metal And Precious Or Semi-Precious Stones Or Of Other Materials",,113,,2014,Listed,,,,"3-4-5, Raj Shrungi Complex",,30,7,360001,113,,,radhikajeweltech@gmail.com,www.radhikajeweltech.com,,,Ashokkumar Zinzuwadia,Managing Director,,,,,,,,,,,,,U27205GJ2016PLC093050,
,SWETHA ENGINEERING ,SWETHA ENGINEERING LIMITED,Standalone,,,Non-Transacted,0,13,379,,Manufacture Of Machinery And Equipment N.E.C.,,113,,1986,Listed,,,,Plot No. 123-131 Tass Industrial Estate,,88,24,600098,113,+91-044-26252191,+91-044-26250836,info@swethaeng.com,,,,SV Raguraman,Managing Director,,,,,,,,,,,,,U27209TN1986PLC013787,
,RMC SWITCHGEARS ,RMC SWITCHGEARS LIMITED,Standalone,,,Non-Transacted,0,13,506,,"Manufacture Of Electricity Distribution And Control Apparatus (Electrical Apparatus For Switching Or Protecting Electrical Circuits (E.G. Switches, Fuses, Voltage Limiters, Surge Suppressors, Junction Boxes Etc.) For A Voltage Exceeding 1000 Volts; Simila",,113,,1994,Listed,,,,"7 Km. From Chaksu, Khotkawda Road",,85,22,303901,113,+91-141-4031516,,cs@rmcindia.in,www.rmcindia.in,,,Ashok Kumar Agarwal,Managing Director,,,,,,,,,,,,,U27310RJ1994PLC008698,
,LLOYDS STEELS INDUSTRIES ,LLOYDS STEELS INDUSTRIES LIMITED,Standalone,,,Non-Transacted,0,13,37,,"Manufacture Of Engines And Turbines, Except Aircraft, Vehicle And Cycle Engines",,113,,1994,Listed,,,,Plot No. A-5/ 5 ,,74,15,421401,113,91-07172 398500/285103,,deepakmehta@lloyds.in,www.lloyds.in/www.lloyds.in/www.lloyds.in/www.lloyds.in/,,,Ashok Satyanarayan Tandon,Managing Director,,,,,,,,,,,,,U28900MH1994PLC081235,
,SAMRAT FORGINGS ,SAMRAT FORGINGS LIMITED,Standalone,,,Non-Transacted,0,13,37,,"Forging, Pressing, Stamping And Roll-Forming Of Metal; Powder Metallurgy",,113,,1981,Listed,,,,"# 406, First Floor",,14,21,160015,113,0172-2774555,,info@samratforgings.com ,www.samratforgings.com,,,Rakesh M  Kumar,Managing Director,,,,,,,,,,,,,U28910CH1981PLC004522,
,SPRAYKING AGRO EQUIPMENT ,SPRAYKING AGRO EQUIPMENT LIMITED,Standalone,,,Non-Transacted,0,1,168,,Manufacture Of Spraying Machinery For Agricultural Use,,113,,2005,Listed,,,,"G I D C, Phase I I",,140,7,361005,113,0288 2730750,288 2730225,info@spraykingagro.com,www.spraykingagro.com,,,Hitesh Dudhagara,Managing Director,,,,,,,,,,,,,U29219GJ2005PLC045508,
,ECS BIZTECH ,ECS BIZTECH LIMITED,Standalone,,,Non-Transacted,0,12,8,,"ECS brings under its umbrella the entire gamut of IT experience. The business unit of ECS offers complete IT services & solutions like SAP & ERP Implementations - Supports & Training, Managed Hosting Services, Server Co-location, Virtual Private Server, Disaster Recovery Services, Cloud Computing Services,,etc.",,113,,2010,Listed,,,,"Block- I, Safal Mondel Park, Nr. Iscon Mall",,23,7,380054,113,8980005002,91-079-30900600,secretarial@ecscorporation.com,www.ecscorporation.com,,,Vijay Mansinhbhai Mandora,Managing Director,,,,,,,,,,,,,U30007GJ2010PLC063070,
,ADITYA VISION ,ADITYA VISION LIMITED,Standalone,,,Non-Transacted,0,17,525,,"Retail Sale Of Electrical Household Appliances, Furniture, Lighting Equipment And Other Household Articles In Specialized Stores",,113,,1999,Listed,,,,"M 15, S. K. Nagar",,13,4,800001,113,0612 2520874/54,,cs@adityavision.in,www.adityavision.in,,,Yashovardhan Sinha,Managing Director,,,,,,,,,,,,,U32109BR1999PLC008783,
,DARSHAN ORNA ,DARSHAN ORNA LIMITED,Standalone,,,Non-Transacted,0,9,573,,"Manufacture Of Jewellery Of Gold, Silver And Other Precious Or Base Metal Metal Clad With Precious Metals Or Precious Or Semi-Precious Stones, Or Of Combinations Of Precious Metal And Precious Or Semi-Precious Stones Or Of Other Materials",,113,,2011,Listed,,,,"2018/1, First Floor, Nr. Rupa Surchand Ni Pole",,23,7,380001,113,079-22142568,,info@darshanorna.com,www.darshanorna.com,,,Mahendra R Shah,Managing Director,,,,,,,,,,,,,U36910GJ2011PLC063745,
,SUWARNSPARSH GEMS AND JEWELLERY ,SUWARNSPARSH GEMS AND JEWELLERY LIMITED,Standalone,,,Non-Transacted,0,16,392,,Wholesale Of Precious Stones,,113,,2009,Listed,,,,"10th Floor, Parekh Market- 39",,67,15,400004,113,022 -4920 0400,,naveenswami.ssgj@gmail.com,www.suwarnsparsh.com,,,Vimal Mafatlal Patel,Managing Director,,,,,,,,,,,,,U36911MH2009PLC193415,
,KKV AGRO POWERS ,KKV AGRO POWERS LIMITED,Standalone,,,Non-Transacted,0,5,71,,Electric Power Generation Using Other Non Conventional Sources,,113,,2012,Listed,,,,Vivagaa Building,,89,24,641001,113,0422-2303881,0422-2303880,smeipo@kkvagropowers.com/cs@kkvagropowers.com,www.kkvagropowers.com,,,TK Chandiran,Managing Director,,,,,,,,,,,,,U40108TZ2012PLC018332,
,BIGBLOC CONSTRUCTION ,BIGBLOC CONSTRUCTION LIMITED,Standalone,,,Non-Transacted,0,13,390,,"Manufacture Of Articles Of Concrete, Cement And Plaster",,113,,2015,Listed,,,,"6th Floor, A-601/ B ",,32,7,395002,113,0261-2463261-63,0261-2463264,bigblockconstructionltd@gmail.com,www.bigblocconstruction.com / www.nxtbloc.in,,,Naresh Sitaram Saboo,Managing Director,,,,,,,,,,,,,U45200GJ2015PLC083577,
,SHASHIJIT INFRAPROJECTS ,SHASHIJIT INFRAPROJECTS LIMITED,Standalone,,,Non-Transacted,0,6,223,,Construction Of Buildings,,113,,2007,Listed,,,,"Plot No. 209, Shop No. 23",,34,7,396195,113,0260 2432963,0260 2432963,investors@shashijitinfraprojects.com,www.shashijitinfraprojects.com,,,Ajit Jain,Managing Director,,,,,,,,,,,,,U45201GJ2007PLC052114,
,PSP PROJECTS ,PSP PROJECTS LIMITED,Standalone,,,Non-Transacted,0,6,223,,Construction Of Buildings,,113,,2008,Listed,,,,"Psp House, Opposite Celesta Courtyard",,23,7,380054,113,079 2693 6200 / 79 2693 6300 / 79 2693 6400,079 2693 6500,grievance@pspprojects.com,www.pspprojects.com,,,Prahaladbhai Shivrambhai Patel,Managing Director,,,,,,,,,,,,,U45201GJ2008PLC054868,
,SRI KRISHNA CONSTRUCTIONS (INDIA) ,SRI KRISHNA CONSTRUCTIONS (INDIA) LIMITED,Standalone,,,Non-Transacted,0,6,223,,Construction Of Buildings,,113,,2005,Listed,,,,"No. 1, 4th Main Road",,43,12,560020,113,+91-080-23318189,+91-080-23318189,cs@skcipl.com,www.skcipl.in,,,Kailash Dubal,Managing Director,,,,,,,,,,,,,U45201KA2005PLC037848,
,DILIP BUILDCON ,DILIP BUILDCON LIMITED,Standalone,,,Non-Transacted,0,6,223,,"Construction And Maintenance Of Motorways, Streets, Roads, Other Vehicular And Pedestrian Ways, Highways, Bridges, Tunnels And Subways",,113,,2006,Listed,,,,Plot No. 5 Inside Govind Narayan Singh Gate ,,58,14,462016,113,0755 4029 999,0755 4029 998,db@dilipbuildcon.co.in,www.dilipbuildcon.co.in,,,Dilip Suryavanshi,Managing Director,,,,,,,,,,,,,U45201MP2006PLC018689,
,SYSCO INDUSTRIES ,SYSCO INDUSTRIES LIMITED,Standalone,,,Non-Transacted,0,21,384,,Zari Work And Other Ornamental Trimmings,,113,,2009,Listed,,,,"206, Rajhans Complex, Civil Char Rasta",,32,7,395002,113,0261-2340069,0261-2340069,mail@syscogroup.in,www.syscogroup.in,,,Sourabh Jain,Managing Director,,,,,,,,,,,,,U51101GJ2009PLC057954,
,BINDAL EXPORTS ,BINDAL EXPORTS LIMITED,Standalone,,,Non-Transacted,0,16,392,,"Wholesale Of Textiles, Fabrics, Yarn, Household Linen, Articles Of Clothing, Floor Coverings And Tapestry, Sports Clothes",,113,,2007,Listed,,,,Block No. 270,,32,7,395006,113,+91 026 12640706,+91 026 12640705,info@bindalexports.com,www.bindalexports.com,,,Ravindrakumar Arya,Managing Director,,,,,,,,,,,,,U51109GJ2007PLC050915,
,SATAYTEJ COMMERCIAL COMPANY ,SATAYTEJ COMMERCIAL COMPANY LIMITED,Standalone,,,Non-Transacted,0,10,30,,Manufacture Of Medical And Dental Instruments And Supplies,,113,,1981,Listed,,,,"2 B, Sushil Sen Road",,109,28,700025,113,033-24554587,033-24551569,p.maheswari@gmail.com,,,,PUSHPRAJ MAHESWARI,Director,,,,,,,,,,,,,U51109WB1981PLC033754,
,GENESIS COLORS ,GENESIS COLORS LIMITED,Standalone,,,Non-Transacted,0,21,384,,Manufacture Of All Types Of Textile Garments And Clothing Accessories,,113,,1998,Listed,,,,51-52 ,,37,8,122001,113,012 44181111,0124 4181112,legal@genesiscolors.net,www.genesiscolors.com,,,Sanjay Kapoor,Managing Director,,,,,,,,,,,,,U51311HR1998PTC054949,
,KMS MEDISURGI ,KMS MEDISURGI LIMITED,Standalone,,,Non-Transacted,0,10,30,,Manufacture Of Medical And Dental Instruments And Supplies,,113,,1999,Listed,,,,297/301 May Building Ground Floor,,67,15,400002,113,022-66107700/66107722,022-22061111,kms.medisurgi@gmail.com,www.kmsgroup.in,,,Gaurang Prataprai Kanakia,Managing Director,,,,,,,,,,,,,U51397MH1999PLC119118,
,MAXIMUS INTERNATIONAL ,MAXIMUS INTERNATIONAL LIMITED,Standalone,,,Non-Transacted,0,16,392,,"Wholesale Of Solid, Liquid And Gaseous Fuels And Related Products",,113,,2015,Listed,,,,"301, Atlantis Heritage",,33,7,390003,113,0265 234 5321,,info@maximusinternational.in,www.maximusinternational.in,,,Deepak Raval,Managing Director,,,,,,,,,,,,,U51900GJ2015PLC085474,
,GOLDWYN ,GOLDWYN LIMITED,Standalone,,,Non-Transacted,0,13,506,,Manufacture Of Electric Lighting Equipment,,113,,1967,Listed,,,,"101 C, Shiv House",,20,33,110014,113,0120-4712400/ 4712433,0120-4712424,sales@goldwynled.com/ jsharma@goldwynled.com,,,,CA JAGPAL SHARMA,CFO,,,,,,,,,,,,,U51909DL1967PLC021844,
,FUTURE RETAIL ,FUTURE RETAIL LIMITED,Standalone,,,Non-Transacted,0,17,525,,"Retail Trade, Except Of Motor Vehicles And Motorcycles",,113,,2007,Listed,,,,"Knowledge House, Shyam Nagar",,67,15,400060,113,022 66442200,022 66442201,investorrelations@futureretail.in,www.futureretail.co.in,,,Kishore Biyani,Managing Director,,,,,,,,,,,,,U51909MH2007PLC268269,
,TITAANIUM TEN ENTERPRISE ,TITAANIUM TEN ENTERPRISE LIMITED,Standalone,,,Non-Transacted,0,21,605,,"Spinning, Weaving And Finishing Of Textiles",,113,,2008,Listed,,,,Shop No. 901/914,,32,7,395002,113,0261 2320240,0261 2321615,investors@titaaniumten.co.in,www.titaaniumten.co.in,,,Mineshkumar Surendralal Shah,CFO,,,,,,,,,,,,,U52100GJ2008PLC055075,
,ADITYA CONSUMER MARKETING ,ADITYA CONSUMER MARKETING LIMITED,Standalone,,,Non-Transacted,0,17,525,,"Retail Trade, Except Of Motor Vehicles And Motorcycles",,113,,2002,Listed,,,,"M 15, S K Nagar",,13,4,800001,113,0612-2520854/674,,cs@adityaconsumer.com,www.adityaconsumer.com,,,Yashovardhan Sinha,Managing Director,,,,,,,,,,,,,U52190BR2002PLC009872,
,TCI EXPRESS ,TCI EXPRESS LIMITED,Standalone,,,Non-Transacted,0,27,571,,Real Estate Activities With Own Or Leased Property,,113,,2008,Listed,,,,"Flat No. 306 & 307,1-8-271 To 273, 3rd Floor",,5,1,500003,113,040-27840104,040-27840163,secretarial@tciexpress.in,www.tciexpress.in,,,Chander Agarwal,Managing Director,,,,,,,,,,,,,U62200TG2008PLC061781,
,JET FREIGHT LOGISTICS ,JET FREIGHT LOGISTICS LIMITED,Standalone,,,Non-Transacted,0,18,622,Freight,Cargo Handling Incidental To Air Transport,,113,,2006,Listed,,,,"B/5, Roy Apartment, 2nd Floor",,67,15,400099,113,022-26817441,022-26817149/558,info@jetfreight.in,www.jetfreight.in,,,Richard Francis Theknath,Managing Director,,,,,,,,,,,,,U63090MH2006PLC161114,
,MUSIC BROADCAST ,MUSIC BROADCAST LIMITED,Standalone,,,Non-Transacted,0,14,615,,Television Programming And Broadcasting Activities,,113,,1999,Listed,,,,"5th Floor, R N A Corporate Par",,67,15,400051,113,022-6696 9100,022-2642 9113,investor@myradiocity.com,www.planetradiocity.com,,,Mr. Prashant Domadia,CFO,,,,,,,,,,,,,U64200MH1999PLC137729,
,GLOBALSPACE TECHNOLOGIES ,GLOBALSPACE TECHNOLOGIES LIMITED,Standalone,,,Non-Transacted,0,12,8,,"Computer Programming, Consultancy And Related Activities",,113,,2010,Listed,,,,"Office No. 605, 6th Floor",,132,15,400710,113,022 4945 2014,,investors@globalspace.in,www.globalspace.in,,,Krishna Singh,Managing Director,,,,,,,,,,,,,U64201MH2010PLC211219,
,GTPL HATHWAY ,GTPL HATHWAY LIMITED,Standalone,,,Non-Transacted,0,14,615,,Television Programming And Broadcasting Activities,,113,,2006,Listed,,,,"202, Sahajanand Shopping Center",,23,7,380004,113,079 3028 0340/41,079 2562 6477,complianceofficer@gtpl.net,www.gtpl.net,,,Aniruddhasinhji Jadeja,Managing Director,,,,,,,,,,,,,U64204GJ2006PLC048908,
,MAHAVEER FINANCE INDIA ,MAHAVEER FINANCE INDIA LIMITED,Standalone,,,Non-Transacted,0,2,237,Financial Services,"Other Financial Service Activities, Except Insurance And Pension Funding Activities",,113,,1981,Listed,,,,K. G. Plaza,,88,24,600002,113,"044 28614466, 28614477 & 28614488",044-28460915,mahaveerfinance@yahoo.co.in ; info@mahaveerfinance.com,NA,,,N Mahaveerchand Dugar,Managing Director,,,,,,,,,,,,,U65191TN1981PLC008555,
,INDIAN RAILWAY FINANCE CORPORATION ,INDIAN RAILWAY FINANCE CORPORATION LIMITED,Standalone,,,Non-Transacted,0,2,237,Financial Services,"Other Financial Service Activities, Except Insurance And Pension Funding Activities",,113,,1986,Listed,,,,"U G - Floor East Tower, N B C C Place",,20,33,110003,113,011-24369766,011-24369770,info@irfc.nic.in,,,,Vaidialingam Venkatesan Pallaseni,Managing Director,,,,,,,,,,,,,U65910DL1986GOI026363,
,GHUSHINE FINTRRADE OCEAN ,GHUSHINE FINTRRADE OCEAN LIMITED,Standalone,,,Non-Transacted,0,2,237,,"Financial Service Activities, Except Insurance And Pension Funding",,113,,1995,Listed,,,,"203, Trividh Chambers",,32,7,395002,113,0261-2332122,0261-2332122,ghushine95e@gmail.com,www.ghushine.com,,,Alok Jain,Managing Director,,,,,,,,,,,,,U65910GJ1995PLC025823,
,UJJIVAN FINANCIAL SERVICES ,UJJIVAN FINANCIAL SERVICES LIMITED,Standalone,,,Non-Transacted,0,2,237,Financial Services,"Other Financial Service Activities, Except Insurance And Pension Funding Activities, N.E.C.",,113,,2004,Listed,,,,"Grape Garden , No.27  , 3rd ' A ' Cross",,43,12,560095,113,080-40712121,080-41468700,investor.relation@ujjivan.com,www.ujjivan.com,,,Samit Ghosh,Managing Director,,,,,,,,,,,,,U65999KA2004PLC035329,
,IFL ENTERPRISES ,IFL ENTERPRISES LIMITED,Standalone,,,Non-Transacted,0,16,392,,"Wholesale Of Textiles, Fabrics, Yarn, Household Linen, Articles Of Clothing, Floor Coverings And Tapestry, Sports Clothes",,113,,2009,Listed,,,,"D-16, 1st Floor, Above I C I C I Bank",,20,33,110085,113,011- 2755 5434,011- 2702 9051,iflenterprises@rediffmail.com,www.iflenterprises.com,,,Gopal Bansal,Managing Director,,,,,,,,,,,,,U67100DL2009PLC186958,
,MAHABIR METALLEX ,MAHABIR METALLEX LIMITED,Standalone,,,Non-Transacted,0,16,392,,Wholesale Of Metals And Metal Ores,,113,,2003,Listed,,,,"A-3, Ndse, Part I",,20,33,110049,113,+91 11 41070148,,info@mahabirmetallex.com,www.mahabirmetallex.com,,,Vijay Kumar,Managing Director,,,,,,,,,,,,,U70100DL2003PLC118413,
