Company_Id,SCompanyName,FCompanyName,GroupCStaus,ParentCompany,FormerlyCalled,Permissions1,UserStatus,Industry,Sector,SubSector,BusinessDesc,Brands,Country,RegionId_FK,IncorpYear,ListingStatus,StockBSE,StockNSE,IPODate,AddressHead,AddressLine2,City,State,Pincode,AddressCountry,Phone,Fax,Email,Website,LinkedIn,google_fetched_website,GroupCStaus,ParentCompany,FormerlyCalled,Permissions1,UserStatus,Industry,Sector,SubSector,BusinessDesc,Brands,Country,RegionId_FK,IncorpYear,ListingStatus,StockBSE,StockNSE,IPODate,AddressHead,AddressLine2,City,State,Pincode,AddressCountry,Phone,Fax,Email,Website,LinkedIn,google_fetched_website,Contact Name,Designation,,rgthcr,Profile_Flag,Added_Date,DealUrl,competitorsListed,competitorsUnListed,otherCompareListed,otherCompareUnListed,FYCount,GFYCount,cvid,CIN,Total_Income_equal_OpIncome
,FREDUN PHARMACEUTICALS ,FREDUN PHARMACEUTICALS LIMITED,Standalone,,,Non-Transacted,0,,,,"Manufacture Of Medicinal Substances Used In The Manufacture Of Pharmaceuticals: Antibiotics, Endocrine Products, Basic Vitamins; Opium Derivatives; Sulpha Drugs; Serums And Plasmas; Salicylic Acid, Its Salts And Esters; Glycosides And Vegetable Alkaloids;",,113,,1961,Listed,,,,402 - B,,67,15,400018,113,022 - 24964500 / 24964501 / 66608851,022 - 24950527  ,regdoff@abcbearings.com,www.abcbearings.com,,,Standalone,,,Non-Transacted,0,10,30,,"Manufacture Of Medicinal Substances Used In The Manufacture Of Pharmaceuticals: Antibiotics, Endocrine Products, Basic Vitamins; Opium Derivatives; Sulpha Drugs; Serums And Plasmas; Salicylic Acid, Its Salts And Esters; Glycosides And Vegetable Alkaloids;",,113,,1987,Listed,,,,"26, Manoj Industrial Premises",,67,15,400031,113,+91-22-40318111,+91-22-24146074,business@fredungroup.com,www.fredungroup.com,,,Fredun N Medhora,Managing Director,,,,,,,,,,,,,L24239MH1987PLC043662,
,TRIVIKRAMA INDUSTRIES ,TRIVIKRAMA INDUSTRIES LIMITED,Standalone,,,Non-Transacted,0,,,,Retail Sale Of Other Goods In Specialized Stores,,113,,1980,Listed,,,,"1 , Mahesh Villa",,67,15,400018,113,,,abcind@hathway.com ,,,,Standalone,,,Non-Transacted,0,17,525,,Retail Sale Of Other Goods In Specialized Stores,,113,,1984,Listed,,,,"P2, 2nd Cross Street",,88,24,600035,113,044-42114444,,carewellindustrieslimited@gmail.com,www.carewellindustriesltd.com,,,M Soundararajan,Managing Director,,,,,,,,,,,,,L24241TN1984PLC096136,
,KHANDELWAL EXTRACTIONS ,KHANDELWAL EXTRACTIONS LIMITED,Standalone,,,Non-Transacted,0,,,,"Manufacture  Of Oil  Cakes  &  Meals  Incl.  Residual Products,  E.G. Oleostearin,Palmstearin",,113,,1972,Listed,,,,Kedar Road,,10,3,781001,113,0361-2307127,0361 2305823,vrmd@abcindia.com,www.abcindia.com,,,Standalone,,,Non-Transacted,0,1,225,,"Manufacture  Of Oil  Cakes  &  Meals  Incl.  Residual Products,  E.G. Oleostearin,Palmstearin",,113,,1981,Listed,,,,Kesahrwani Bhawan,,101,27,208001,113,0512- 2352669 / 2313195/ 2319610/ 2363856 ,0512- 2318706  ,kelknp@yahoo.com,www.khandelwalextractions.com,,,Dinesh Khandelwal,CFO,,,,,,,,,,,,,L24241UP1981PLC005282,
,EMAMI ,EMAMI LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Ayurvedic' Or Unani' Pharmaceutical Preparation,,113,,1992,Listed,,,,"""akshay"", 156-1/ B,",,70,15,411011,113,020- 26132842 26132875   ,020- 26134606  ,accounts@abeeinfo.com,www.abeeinfo.com,,,Standalone,,,Non-Transacted,0,10,600,,Manufacture Of Ayurvedic' Or Unani' Pharmaceutical Preparation,,113,,1995,Listed,,,,"Emami Tower, 687",,109,28,700107,113,+91 - 33 - 66136264,+91 - 33 - 66136600,contact@emamigroup.com,www.emamigroup.com,,,Sushil K Goenka,Managing Director,,,,,,,,,,,,,L24246WB1995PLC073513,
,AHIMSA INDUSTRIES ,AHIMSA INDUSTRIES LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Moulded Industrial Accessories Of Plastics [Including Electrical Insulating Fittings Of Plastics],,113,,1985,Listed,,,,Near Magdalla Port,,32,7,395007,113,-2725361,-3048413,shipyard@abgindia.com,www.abgindia.com,,,Standalone,,,Non-Transacted,0,13,379,,Manufacture Of Moulded Industrial Accessories Of Plastics [Including Electrical Insulating Fittings Of Plastics],,113,,1996,Listed,,,,"102. Iscon Elegance, Nr  Shapath-5",,23,7,380051,113,+91 79 27445901 / 02,,legal@greenpet.in / info@ahimsaind.com,www.greenpet.in,,,Ashutosh Damubhai Gandhi,Managing Director,,,,,,,,,,,,,L25200GJ1996PLC028679,
,POLYMAC THERMOFORMERS ,POLYMAC THERMOFORMERS LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Plastics Products,,113,,2001,Listed,,,,"29, Ganesh Chandra Avenue",,109,28,700013,113,033-39877200,,TAXAUDITORKOLKATA@GMAIL.COM,,,,Standalone,,,Non-Transacted,0,13,444,,Manufacture Of Plastics Products,,113,,1999,Listed,,,,"29a, Weston Street, 3rd Floor",,109,28,700012,113,91-033-40041400,,polymacthermo@gmail.com,www.polymacthermoformers.com,,,JITENDRA KUMAR MODI,CFO,,,,,,,,,,,,,L25201WB1999PLC090774,
,COMMERCIAL SYN BAGS ,COMMERCIAL SYN BAGS LIMITED,Standalone,,,Non-Transacted,0,,,,"Manufacture Of Plastic Articles For The Packing Of Goods (Plastic Bags, Sacks, Containers, Boxes, Cases, Carboys, Bottles Etc.)",,113,,1983,Listed,,,,"11/1a, Sarat Bose Road",,109,28,700020,113,,,abhasree_projects@rediffmail.com,,,,Standalone,,,Non-Transacted,0,13,94,,"Manufacture Of Plastic Articles For The Packing Of Goods (Plastic Bags, Sacks, Containers, Boxes, Cases, Carboys, Bottles Etc.)",,113,,1984,Listed,,,,"Commercial Hoise, 3-4, Jaora Compound",,60,14,452001,113,0731- 4279525/26,0731-2704210,investors@comsyn.com,www.comsyn.com,,,Anil Choudhary,Managing Director,,,,,,,,,,,,,L25202MP1984PLC002669,
,FLEXITUFF INTERNATIONAL ,FLEXITUFF INTERNATIONAL LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Other Textiles,,113,,1982,Listed,,,,"16/121-122, Jain Bhawan ",,20,33,110005,113,-9711848273,,abhijittrading@gmail.com,www.abhijittradng.in,,,Standalone,,,Non-Transacted,0,21,605,,Manufacture Of Other Textiles,,113,,1993,Listed,,,,C-41-50,,405,14,454775,113,07292-420200 ,07292-401684,investors@flexituff.com,www.flexituff.com,,,Mr. Mahesh Sharma,CEO,,,,,,,,,,,,,L25202WB1993PLC111382,
,BANSAL ROOFING PRODUCTS ,BANSAL ROOFING PRODUCTS LIMITED,Standalone,,,Non-Transacted,0,,,,"Forging, Pressing, Stamping And Roll-Forming Of Metal; Powder Metallurgy",,113,,1994,Listed,,,,"Athena House, Row House No 4",,67,15,400063,113,022- 2842 5907    ,022- 2840 6189,"abhinavcapital@yahoo.co.in, complaint@abhinavcapital.com",www.abhinavcapital.com,,,Standalone,,,Non-Transacted,0,13,37,,"Forging, Pressing, Stamping And Roll-Forming Of Metal; Powder Metallurgy",,113,,2008,Listed,,,,"3/2, Labdhi Industrial Estate",,33,7,390004,113,91-265-2580178,91-265-2581365,cs@bansalroofing.com,www.bansalroofing.com,,,Kaushalkumar S Gupta,Managing Director,,,,,,,,,,,,,L25206GJ2008PLC053761,
,CAPTAIN POLYPLAST ,CAPTAIN POLYPLAST LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Other Plastics Products N.E.C.,,113,,1984,Listed,,,,Unit No.508,,20,33,110001,113,91-011-43592522,,abhinavleasefinltd@gmail.com,www.abhinavleasing.com,,,Standalone,,,Non-Transacted,0,13,444,,Manufacture Of Other Plastics Products N.E.C.,,113,,1997,Listed,,,,"Upper Level - 25 , Royal Complex",,30,7,360001,113,+91- 2821-226361,+91 -2827-252056,account@captainpolyplast.in,www.captainpolyplast.com,,,Ramesh D Khichadia,Managing Director,,,,,,,,,,,,,L25209GJ1997PLC031985,
,ORIENT CEMENT ,ORIENT CEMENT LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Clinkers And Cement,,113,,1993,Listed,,,,Gat No . 148,,66,15,416234,113,0231- 2676191 /2676671   ,0231- 2676194  ,investor@abhishekcorporation.com,www.abhishekmills.com,,,Standalone,,,Non-Transacted,0,13,390,,Manufacture Of Clinkers And Cement,,113,,2011,Listed,,,,"Unit- V I I I, Plot No.7",,75,20,751012,113,,,deepanjali.g@orientcement.com,www.orientcement.com,,,Desh Deepak Khetrapal,Managing Director,,,,,,,,,,,,,L26940OR2011PLC013933,
,ANJANI PORTLAND CEMENT ,ANJANI PORTLAND CEMENT LIMITED,Standalone,,,Non-Transacted,0,,,,"Manufacture Of Portland Cement, Aluminous Cement, Slag Cement And Similar Hydraulic Cement",,113,,1995,Listed,,,,"402, Wall Street -1 Opposite Orient Club",,23,7,380006,113,079-26464089,,abhishekvm5@rediffmail.com,www.finservices.com,,,Standalone,,,Non-Transacted,0,13,390,,"Manufacture Of Portland Cement, Aluminous Cement, Slag Cement And Similar Hydraulic Cement",,113,,1983,Listed,,,,"306a, The Capital, 3rd Floor",,67,15,400051,113,022 4023 9909,,prajendrababu@rediffmail.com,www.anjanicement.com,,,A Subramanian,Managing Director,,,,,,,,,,,,,L26942TG1983PLC004323,
,PERMANENT MAGNETS ,PERMANENT MAGNETS LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Other Electrical Equipment,,113,,1984,Listed,,,,"701, Arunachal Building",,20,33,110001,113,91-011-43571040,91-011-43571047,abhiinfraventures@gmail.com,www.abhishekinfra.co.in,,,Standalone,,,Non-Transacted,0,13,506,,Manufacture Of Other Electrical Equipment,,113,,1960,Listed,,,,"Harsh Avenue, 302, 3rd Floor",,112,31,396230,113,     ,,bdshah@pmlindia.com,www.pmlindia.com,,,Sharad Taparia,Managing Director,,,,,,,,,,,,,L27100GJ1960PLC001002,
,MANAKSIA ALUMINIUM COMPANY ,MANAKSIA ALUMINIUM COMPANY LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Aluminium From Alumina And By Other Methods And Products Of Aluminium And Alloys,,113,,1993,Listed,,,,""" Capital Place """,,88,24,600017,113,044- 24356224    ,044- 24355869  ,"abicompliance@afslindia.com, abi@afslindia.com",www.afslindia.com,,,Standalone,,,Non-Transacted,0,13,393,,Manufacture Of Aluminium From Alumina And By Other Methods And Products Of Aluminium And Alloys,,113,,2010,Listed,,,,Bikaner Building,,109,28,700001,113,,,rkbanthia@manaksia.com,,,,Sunil Kumar Agrawal,Managing Director,,,,,,,,,,,,,L27100WB2010PLC144405,
,MANAKSIA INDUSTRIES ,MANAKSIA INDUSTRIES LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Other Fabricated Metal Products N.E.C.,,113,,1992,Listed,,,,"No.71, Nehru Nagar Industrial Estate",,88,24,600041,113,044- 42020501 42020502  42020957 ,-- ,mdo@ablbiotechnologies.com,www.ablbiotechnologies.com,,,Standalone,,,Non-Transacted,0,13,393,,Manufacture Of Other Fabricated Metal Products N.E.C.,,113,,2011,Listed,,,,"Bikaner Bulding ,  8 / 1 ",,109,28,700001,113,033-22310050,033-22300336,investorrelmil@manaksia.com,www.manaksia.com,,,Basant Kumar Agrawal,Managing Director,,,,,,,,,,,,,L27100WB2011PLC161235,
,AANCHAL ISPAT ,AANCHAL ISPAT LIMITED,Standalone,,,Non-Transacted,0,,,,"Manufacture Of Tubes, Pipes And Hollow Profiles And Of Tube Or Pipe Fittings Of Cast-Iron/Cast-Steel",,113,,1983,Listed,,,,Oct-60,,20,33,110015,113,011-25927878,011-41426044 41426055,abmintl@vsnl.com,www.abmintl.com,,,Standalone,,,Non-Transacted,0,13,386,,"Manufacture Of Tubes, Pipes And Hollow Profiles And Of Tube Or Pipe Fittings Of Cast-Iron/Cast-Steel",,113,,1996,Listed,,,,Mouza-chamrail,,253,28,711114,113,03212 246 121,03212 246 069,cs@aanchalispat.com,www.aanchalispat.com,,,Mukesh Goel,Managing Director,,,,,,,,,,,,,L27106WB1996PLC076866,
,ACE MEN ENGG WORKS ,ACE MEN ENGG WORKS LIMITED,Standalone,,,Non-Transacted,0,,,,Wholesale Of Other Clothing Items N.E.C.,,113,,1993,Listed,,,,"Abm House, Plot No. 268",,67,15,400050,113,022 - 42909700,022 - 42909701,egovernance@abmindia.com,www.abmindia.com,,,Standalone,,,Non-Transacted,0,16,392,,Wholesale Of Other Clothing Items N.E.C.,,113,,1980,Listed,,,,"19 B, B B Ganguly Street  ",,109,28,700012,113,033-32639609,,info@acumenengg.co.in,www.acumenengg.co.in,,,Rajesh Sharma,Managing Director,,,,,,,,,,,,,L27109WB1980PLC033134,
,TAMILNADU STEEL TUBES ,TAMILNADU STEEL TUBES LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Tube And Tube Fittings Of Basic Iron And Steel,,113,,2005,Listed,,,,G F - 35 ,,20,33,110025,113,011-41324180,011-41324180,abn.india@gmail.com,www.abnint.com,,,Standalone,,,Non-Transacted,0,13,386,,Manufacture Of Tube And Tube Fittings Of Basic Iron And Steel,,113,,1979,Listed,,,,Mercury Apartments,,88,24,600008,113,044-28555653 / 28555673,044-28555643,tnstl@vsnl.net / tnt.share@yahoo.in / contact@tamilnadusteeltubesltd.com,www.tamilnadusteeltubesltd.com,,,Rakesh Goyal,Managing Director,,,,,,,,,,,,,L27110TN1979PLC007887,
,BHARAT WIRE ROPES ,BHARAT WIRE ROPES LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Metal Cable And Other Articles Made Of Wire (Except For Electric Transmission),,113,,1936,Listed,,,,"9 / 1 , R N Mukherjee Road",,109,28,700001,113,"022-2242 9956, 2248 7068",022-2248 6369,sstccal@cal2.vsnl.net.in,,,,Standalone,,,Non-Transacted,0,13,369,,Manufacture Of Metal Cable And Other Articles Made Of Wire (Except For Electric Transmission),,113,,1986,Listed,,,,"Plot No. 1&4, Atgaon Industrial Complex",,74,15,421601,113,+91 2527 240123 / 124 / 197,+91 2527 240196,investors@bharatwireropes.com,www.bharatwireropes.com,,,Murarilal Mittal,Managing Director,,,,,,,,,,,,,L27200MH1986PLC040468,
,JINDAL STAINLESS (HISAR) ,JINDAL STAINLESS (HISAR) LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Basic Iron And Steel,,113,,1995,Listed,,,,"75, Nelson Manickam Road",,88,24,600029,113,+91 44 4225 2000,+91 44 2374 1271,info@accelfrontline.in,www.accelfrontline.in,,,Standalone,,,Non-Transacted,0,13,393,,Manufacture Of Basic Iron And Steel,,113,,2013,Listed,,,,O. P. Jindal Marg,,261,8,125005,113,01662 - 222471-83,"01662 - 220476, 220499",info.jshl@jindalstainless.com/investorcare.jshl@jindalstainless.com,www.jshlstainless.com,,,Mr. Rajiv Rajvanshi,Managing Director,,,,,,,,,,,,,L27205HR2013PLC049963,
,MIRCH TECHNOLOGIES (INDIA) ,MIRCH TECHNOLOGIES (INDIA) LIMITED,Standalone,,,Non-Transacted,0,,,,"Manufacture Of Other General Purpose Machinery N.E.C. ( Fans Intended For Industrial Applications, Exhaust Hoods For Commercial, Laboratory Or Industrial Use; Calendering Or Other Rolling Machines Other Than For Metals Or Glass; Gaskets And Similar Joints",,113,,1986,Listed,,,,“accel House”,,88,24,600029,113,91 44 44 4225 2200,,stprabhu@transmaticsystems.com,www.acceltransmatic.com,,,Standalone,,,Non-Transacted,0,13,379,,"Manufacture Of Other General Purpose Machinery N.E.C. ( Fans Intended For Industrial Applications, Exhaust Hoods For Commercial, Laboratory Or Industrial Use; Calendering Or Other Rolling Machines Other Than For Metals Or Glass; Gaskets And Similar Joints",,113,,1972,Listed,,,,"B-701, 7th Floor",,67,15,400013,113,91-22-32469466,91-22-23012517, uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com uvwtskl@gmail.com,www.mirchtechnologies.com,,,Rupesh Anil Kadam,CFO,,,,,,,,,,,,,L27290MH1972PLC016127,
,STAR FERRO AND CEMENT ,STAR FERRO AND CEMENT LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Ferro-Alloys,,113,,1986,Listed,,,,685 /2 B&2 C,,70,15,411037,113,020- 66083777,020- 24231639  ,mehul_vinzani@kaleconsultants.com,www.accelyakale.com,,,Standalone,,,Non-Transacted,0,13,393,,Manufacture Of Ferro-Alloys,,113,,2011,Listed,,,,Vill.: Lunshnong,,116,17,793210,113,,,investors@starferrocement.com,www.starferrocement.com,,,Dilip Kumar Agarwal,CFO,,,,,,,,,,,,,L27310ML2011PLC008564,
,SHYAM CENTURY FERROUS ,SHYAM CENTURY FERROUS LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Ferro-Alloys,,113,,1991,Listed,,,,"D- 207, Second Floor",,132,15,400614,113,022 27575922 ,,bus.dev@accentiatech.com ,www.accentiatech.com,,,Standalone,,,Non-Transacted,0,13,393,,Manufacture Of Ferro-Alloys,,113,,2011,Listed,,,,"Vill: Lumshnong, P.o.khaliehriat",,116,17,793210,113,+91 33 4011 1000,+91 33 4011 1031,seltmt@shyamgroup.com,https://www.shyamgroup.com/contact.php,,,Sunil Kumar Jha ,CFO,,,,,,,,,,,,,L27310ML2011PLC008578,
,CHENNAI FERROUS INDUSTRIES ,CHENNAI FERROUS INDUSTRIES LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Direct Reduction Of Iron (Sponge Iron) And Other Spongy Ferrous Products,,113,,1982,Listed,,,,"9, Lal Bazar Street",,109,28,700001,113,,,accessgloballtd@gmail.com,,,,Standalone,,,Non-Transacted,0,13,393,,Manufacture Of Direct Reduction Of Iron (Sponge Iron) And Other Spongy Ferrous Products,,113,,2010,Listed,,,,"Opg Nagar, Periya Obulapuram Village",,489,24,601201,113,044-43487350 ,044-27991450,upport@chennaiferrous.com,www.chennaiferrous.com,,,R Natarajan,Managing Director,,,,,,,,,,,,,L27310TN2010PLC075626,
,MD INDUCTO CAST ,MD INDUCTO CAST LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Basic Iron And Steel,,113,,1991,Listed,,,,"Flat No 13, Saubhagya",,67,15,411033,113,     ,-- ,support@acclaimindustries.com,NA,,,Standalone,,,Non-Transacted,0,13,393,,Manufacture Of Basic Iron And Steel,,113,,2010,Listed,,,,"Md House,plot No.2715/a,near Central Salt",,162,7,364001,113,0278-2570133,0278-2570133,info@mdgroup.in,www.rudratmx.com,,,Nikhil Gupta,Managing Director,,,,,,,,,,,,,L28112GJ2010PLC062324,
,UMIYA TUBES ,UMIYA TUBES LIMITED,Standalone,,,Non-Transacted,0,,,,"Manufacture Of Tanks, Reservoirs And Containers Of Metal",,113,,1988,Listed,,,,317,,23,7,380009,113,079- 7540099    ,-- ,--,NA,,,Standalone,,,Non-Transacted,0,13,393,,"Manufacture Of Tanks, Reservoirs And Containers Of Metal",,113,,2013,Listed,,,,"208, 2nd Floor, Suman Tower, Sector-11, Gandhinagar, Gujarat 382011",,28,7,382011,113,91 9033090050,,info@umiyatubes.com,http://www.umiyatubes.com/contacts.php,,,Surendrasinh Pravinsinh Vaghela,Managing Director,,,,,,,,,,,,,L28112GJ2013PLC074916,
,PERFECT INFRAENGINEERS ,PERFECT INFRAENGINEERS LIMITED,Standalone,,,Non-Transacted,0,,,,"Plumbing, Heat And Air-Conditioning Installation",,113,,1988,Listed,,,,"8, L S C",,207,33,110092,113,,,,www.accuratetransformers.com,,,Standalone,,,Non-Transacted,0,6,216,,"Plumbing, Heat And Air-Conditioning Installation",,113,,1996,Listed,,,,Plot No. R-637,,132,15,400708,113,+91 22 27606264,,neeharika@perfectinfra.com,,,,Nimesh Natvarlal Mehta,Managing Director,,,,,,,,,,,,,L29190MH1996PLC099583,
,SAGARDEEP ALLOYS ,SAGARDEEP ALLOYS LIMITED,Standalone,,,Non-Transacted,0,,,,"Manufacture Of Copper From Ore, And Other Copper Products And Alloys",,113,,1993,Listed,,,,A 7/6,,207,33,110095,113,     ,,info@aceindialtd.com ,www.aceedutrend.com,,,Standalone,,,Non-Transacted,0,13,393,,"Manufacture Of Copper From Ore, And Other Copper Products And Alloys",,113,,2007,Listed,,,,"205, Pittalaya Bumba",,23,7,380001,113,"079-2562 6304, 2562 6535",079-2562 6535,"secretary@sdalloys.com, investors@sdalloys.com",www.sdalloys.com,,,Satishkumar A Mehta,Managing Director,,,,,,,,,,,,,L29253GJ2007PLC050007,
,MR ORGANISATION ,MR ORGANISATION LIMITED,Standalone,,,Non-Transacted,0,,,,"Manufacture Of Other Pumps, Compressors, Taps And Valves Etc.",,113,,1990,Listed,,,,20/157,,101,27,208001,113,,,customercare@thesalahkars.com,www.thesalahkars.com,,,Standalone,,,Non-Transacted,0,13,505,,"Manufacture Of Other Pumps, Compressors, Taps And Valves Etc.",,113,,2013,Listed,,,,"B-8, Capital Commercial Centre",,23,7,380009,113,079-29098077,079-27497449,cs@mrocompparts.com,http://www.mrocompparts.com/index.html,,,Mayur Indrakant Kamdar,Managing Director,,,,,,,,,,,,,L29305GJ2013PLC074365,
,DHABRIYA POLYWOOD ,DHABRIYA POLYWOOD LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Other Plastics Products N.E.C.,,113,,1994,Listed,,,,801,,30,7,360001,113,0281- 2226097 / 3047851 ,0281- 2232918  ,investorinfo@acesoftex.com,www.acesoftex.com,,,Standalone,,,Non-Transacted,0,13,444,,Manufacture Of Other Plastics Products N.E.C.,,113,,1992,Listed,,,,B-9 D (1),,85,22,302017,113,+91-141-4057171,+91-141-2750814,cs@polywood.org,www.polywood.org,,,Digvijay Dhabriya,Managing Director,,,,,,,,,,,,,L29305RJ1992PLC007003,
,DHANUKA COMMERCIAL ,DHANUKA COMMERCIAL LIMITED,Standalone,,,Non-Transacted,0,,,,Other Credit Granting,,113,,2007,Listed,,,,"F-22-23-24, ",,32,7,395007,113,-6719058,,compliance@acetours.in,www.ace1world.com,,,Standalone,,,Non-Transacted,0,2,237,,Other Credit Granting,,113,,1994,Listed,,,,"61, Vats Market",,20,33,110034,113,+91–11–45132171,+91–11–45132171,info@dhanukacommercial.com / dhanukacommercialltd@gmail.com,www.dhanukacommercial.com,,,Mahesh Kumar Dhanuka,Managing Director,,,,,,,,,,,,,L30007DL1994PLC260191,
,ABACUS COMPUTERS ,ABACUS COMPUTERS LIMITED,Standalone,,,Non-Transacted,0,,,,Construction Of Buildings,,113,,,Listed,,,,"407, Prabhat Karan Building",,20,33,110008,113,011-32317170,,achalinvest@yahoo.com,www.achalinvest.com,,,Standalone,,,Non-Transacted,0,6,223,,Construction Of Buildings,,113,,1983,Listed,,,,"B - 206, Neminath Society",,67,15,400057,113,"+91 022-22040888, 22823173",+91 022-22872309,abacomltd@gmail.com,www.abacuscomputers.co.in,,,Santosh Karambelkar,Managing Director,,,,,,,,,,,,,L30007MH1983PLC030982,
,TENTIWALA METAL PRODUCTS ,TENTIWALA METAL PRODUCTS LIMITED,Standalone,,,Non-Transacted,0,,,,Manufacture Of Aluminium From Alumina And By Other Methods And Products Of Aluminium And Alloys,,113,,1975,Listed,,,,Opp. The Underbridge,,23,7,380004,113,7922867183,,ykd33@hotmail.com,www.achalinvest.com,,,Standalone,,,Non-Transacted,0,13,393,,Manufacture Of Aluminium From Alumina And By Other Methods And Products Of Aluminium And Alloys,,113,,1994,Listed,,,,Delhi Masani Road,,414,27,281003,113,+ 91 - 565 - 2530032,+ 91 - 565 - 2530033,cs@tentiwala.com,www.tentiwal.co.in,,,Radha Pad Tentiwala,Managing Director,,,,,,,,,,,,,L31101UP1994PLC016107,
,BC POWER CONTROLS ,BC POWER CONTROLS LIMITED,Standalone,,,Non-Transacted,0,,,,"Manufacture Of Copper From Ore, And Other Copper Products And Alloys",,113,,1982,Listed,,,,"D-001, Krishna Complex",,67,15,400066,113,022-228910050 ,  ,"compliance @ acireality.co.in, aciinfocomltd@gmail.com",www.acirealitv.co.in,,,Standalone,,,Non-Transacted,0,13,393,,"Manufacture Of Copper From Ore, And Other Copper Products And Alloys",,113,,2008,Listed,,,,"7 A/39, Wea Channa Market",,20,33,110005,113,91-011-47532792/95,91-011-47532798,info@bolongroup.com,www.bcpowercontrols.com,,,Arun Kumar Jain,Managing Director,,,,,,,,,,,,,L31300DL2008PLC179414,
,ULTRACAB (INDIA) ,ULTRACAB (INDIA) LIMITED,Standalone,,,Non-Transacted,0,,,,"Manufacture Of Other Electronic And Electric Wires And Cables (Insulated Wire And Cable Made Of Steel, Copper, Aluminium)",,113,,1994,Listed,,,,B-7/404,,33,7,390005,113,02752- 21195 30855   ,02752- 30790  ,Adeshwar_Cotton@Yahoo.Com,NA,,,Standalone,,,Non-Transacted,0,13,369,,"Manufacture Of Other Electronic And Electric Wires And Cables (Insulated Wire And Cable Made Of Steel, Copper, Aluminium)",,113,,2007,Listed,,,,Survey No.262,,30,7,360024,113,+91 2827 253122/23,+91 2827 252725,ipo@ultracab.in,www.ultracab.in,,,Nitesh Parshottambhai Vaghasiya,Managing Director,,,,,,,,,,,,,L31300GJ2007PLC052394,
